discourse_id,essay_id,discourse_text,discourse_type,discourse_effectiveness
2ec58a233a29,D40B940B5A4D,"This is not true, and I know this because even the people from NASA say they wish there was civilization on Mars. If NASA found civilization on Mars, they would announce it because it's exciting. ",Rebuttal,Adequate
dc63a98763c5,712C7781C2D9,"but in all honestly, almost anyone can get atleast something out of online schooling ",Rebuttal,Adequate
7d3b6961fd16,F3A980C4613A,Have you ever seen something unusual in the ground? If so do you think it was created by humans or just a natural landform of some sort. Many people believe that most landforms on earth are made by humans ,Lead,Adequate
30f83464433c,22FBB7ED7597,The author suggests that studying Venus is worthy enough even though it is very dangerous. ,Position,Adequate
5308de912b13,3E875F22BACF,"The Face is bona fide evidence of life on Mars evidence that NASA would rather hide,say conspriacy theorists. ",Claim,Adequate
ae0cebb83bb9,4F68A8CE6F27,"Some of my friends disagree with me about community service, ",Counterclaim,Adequate
de6209c828da,74540DF965DE,"Yes, the cars we have today are not fully reliable either, ",Counterclaim,Adequate
0eca03c40238,259C732E5942,Just like how I never thought I would like basketball but I tried out for the team. Turns out I do like basketball and I think I'm pretty good at it. ,Evidence,Adequate
7b5566d899e5,1F3E6E0EF6FB,But if i were you i wouldve choosen to walk because it very good for you because its like if you were doing exersice. ,Rebuttal,Adequate
723d85e86c96,09D40BD05847,There is nothing the Facial Action Coding could do for people in the world if you ask me. ,Position,Adequate
0317e2301905,2DA25C61D18D,"For example, Generic_Name, my niece, decided to do drawings for her summer reading project last year. She would say that drawing her own version of the characters from her favorite book,

Diary of the Wimpy Kid , would helped her visualize the story in her own way so she could visualize effectively when reading books without pictures to guide her. When she completed her task, she felt so confident in her work and even said, ""I'm going to do so good on this project. I know my teacher is going to love it."" Because of this, it was noticeable that she obviously felt confident in her outstanding drawings. She even became a better drawer from it. She turned in her project and got an astounding grade on it. Overall, the experience she had with the project was very rewarding for her because she got a chance to showcase her confident drawings and had the productive opportunity to build on the skill she loved. ",Evidence,Effective
854a1a5b8bf2,0581A6F4E804,"The text states that,a classroom computer could recognize when a student is becoming confused or bored,'Dr. Huang predicts.""then it would be able to modify the lesson,like an effective human instructor.'This show that the facial recognition can help students to learn more. ",Evidence,Adequate
d047a3b33cc0,3DA81D432A0F,He aso states that it could help us get better at sace travel. ,Claim,Adequate
7ea8b37246a8,1B0B7D83419C,"In conclusion, the author does not support his suggestion that we should explore Venus but instead lists off random facts he knows about Venus and what we would do if we get there. ",Concluding Statement,Adequate
370f2495810b,5F626697DD15,"Even though"" elctoral college may some times be unfair out dated , and irrational.""(from ""source 2: the indefensible elctoral college: why even the best -laid defenses of the system are wrong""). ",Counterclaim,Effective
66e5faf2eabb,022EE73C4244,"The end of summer is not fun for anyone involved, students and teachers alike. Why would we want to dampen the vacation with unexciting work looming over students heads the whole time. Students should feel excited to go back to school and be they should have something to look foward to sharing with their classes. It is common knowledge that doing work that is uninteresting to you lowers your performance and makes the work that much more of a chore. With student selected summer assignments we can prevent that and create a new wave of excitement about returning to school.  ",Concluding Statement,Effective
7161a4b8032e,3D6607FA5531,I acknowledge that some students are irresponsible. ,Counterclaim,Adequate
9764b3146cbb,2971AA64D618,"the researchers would have no other choice but to go down onto Venus to take samples, even though it's dangerous. ",Claim,Adequate
c574e6b9b341,1F07CBB60940,Why would a scientis put people at risk for such a planet? The author is giving the idea that it might be possible for humans to study Venus. ,Claim,Adequate
1edce1cc95f7,05E95229344B,"something to take into consideration is that i dont think the kids will really go. 
",Claim,Adequate
4c87ed3d2e96,E5B076EB95A7,In conclusion you should believe that the face is a natural landform is because aliens isn't real. ,Concluding Statement,Adequate
3cdaa4b6ee95,15C47E28278D,to many rules treating to many people the same would destory it because everyones different even if they feel the same way as other people some have a chip on ther shoulder and others own the world to many differences to make this system properly work and functio in a way we all wish it could but it would be to complex and overcompilcated might be a fun app on your phone but not for statewide adminastraion use it would be corrupt and wrong it would only be used to hurt not help ,Evidence,Adequate
c0f0a52668fc,0FD5B95A957D,Which is why I think that summer projects should be student designed ,Position,Adequate
19d4def5de92,1037273E86D9,"Three years later, NASA proved our skeptical theorists wrong again. ",Rebuttal,Adequate
b18c6bf86356,3AA63F8F7D47,"In conclusion, Venus is worthy to be explored because there is so much we do not know about it yet and we could find something on that planet that we mever thought exsisted before.     ",Concluding Statement,Adequate
4251e2d8199d,76CDE9069DBE,It is a valid opinion to believe that the projects should be teacher-designed. There are many reasons for the projects to be designed by teachers ,Position,Adequate
b3ffef7cfb90,6794A463D2C5,"Plumer writes ""At the most basic level, the electoral college is unfair to voters"" ",Counterclaim,Adequate
c7bd40898a80,7301B174090E,"Then again some of the teams best players may not be able to make a B average. this will make teams much small and sports not near as exciting or fun for the spectators who watch these games. very many parents my not be happy about their child not being able to play on a team, ",Counterclaim,Effective
2c1a483382d6,32E2949B0C66,"Do you ever want to do something fun at your school that you really like? Well you came to the right school, cause the principal made a rule that you either have to play a sport or join a club that you like.

You could play on a basketball team

You could play on a football team

You could play on a flag football team

You could play on a baseball team

You could play on a softball team

You could play for a soccer team you could join a cheering team ",Lead,Adequate
b6407becbad9,12C08C0F6EE1,"The new programing will be a positive thing, ",Position,Adequate
b3e743911ea6,2E4427B65439,Notice photo two? Its seems to be taken at an angle where there looks like there is a small mountain range looming over the rest of the area. This is key evidence explaining how this is just a natural landmark on Mars. ,Evidence,Adequate
e674267f3f8f,1D7E734B4A3D,Another reason why summer assignments should be teacher-designed is that they will make sure the project will still have an element of difficulty to it. ,Claim,Effective
e00a3650fad7,131614E5C301,Not only that but it also has been great for the enviorment. ,Claim,Adequate
18804a7dfc06,0BDD43321AFD,"During summer a lot of trips and vacations are taken whether with family or friends, near or far. Nevertheless, each one requires people to leave their homes and travel with the minimal amount necessary to save space. In my experience, I once was gone for almost the entire summer. One week I was in Pennsylvania with my relatives and the next I was swimming in the crystal clear waters of the Bahamas. Now imagine if these vacations, no matter how long the duration, were to be taken away from students because of a teacher-designed, summer project. If one was to receive a project of this type, there is no way of telling how much time or the location required to get it done. For example, if teachers were to design a summer research paper on the history of where you live, it might be necessary to go to the public library to view history records. No one can do that or go there if they're skiing all the way in Colorado. ",Evidence,Effective
7cd8e9dfb671,DF4E1B5910B6,"They say Venus can sometimes be our nearest option for planetary visit. Its a crucial consideration given the long time frames of spave travel. The value of returnung to Venus seems indisputable, but what are the options for making such a mission both safe and scientifically productive. ",Lead,Adequate
fad33fed6369,37FC9DB2D1DB,"students should be able to design their own projects. Its not only their summer but their time with family. It could help bonding with not only family but with some new friends, and it could make summer a lot more fun. And also improve creativity as all students want to let their minds free when making a project. They want to see how much they could get out of something so making students design their projects is the best way to go. Let their mind flow and enjoy not only their project but summer as well.  ",Concluding Statement,Effective
f44ab4b052c6,40BDB6D6B9A7,"Although the author describes how Venus could be studied from the air, scientists still desire to learn about Venus from the planet's surface. One of their solutions to the problem of getting equipment to last on the surface of Venus is to expirement with new materials. ""Simplified electronics made of silicon carbide have been tested in a chamber simulating the choas of Venus's surface and have lasted of three weeks in such conditions"" (7). Research and experimentation taking place on Earth is giving scientists and astronauts more options for studying Venus. Although conditions on Venus are not hospitable to life, these new scientific advances are making it possible for data-gathering equipment to be sent to the surface of Venus and last long enough to gather data. Other scientists are moving away from traditional electronics and looking into purely mechanical systems. ""Systems that use mechanical parts can be made more resistant to pressure, heat, and other forces"" (7). The alternative that has presented itself to would-be explorers of Venus is older technology, like that found in the earliest computers. Scientists have realized that modern technology is too fragile and that more durable technologies are needed. By turning to other forms of technology, scientists are widening their options for ways to study Venus. The author mentions three different ways that scientists are making progress towards being able to study Venus - from the air, using new materials, and using old technologies. The author's postion that Venus should continue to be studied is supported by the scientific advancements that are serving to make studying Venus a reality. ",Evidence,Effective
fda29e555e47,21C75B3F290A,"However, the technology today of online and video conferences, such as Skype, can offer both auditory and visual interaction between the student and others. ",Rebuttal,Adequate
202d58dc20aa,2513771E4659,"for these teens, the benefits associate with not using a cell phone while driving include being able to pay better attention, being less likely to have a crash, and following the laws also parent have to realize that the their teens are driving and cannot call or text them they can only do so after their teen is at their destination or call them before they go on the road.         ",Evidence,Adequate
e1817511452a,89A2F3489EC7,"Contrary to popular belief, limiting car usage can be benefcial to many. ",Position,Adequate
2a3fc551a64f,0E6BB199BF93,during football games the players can be really loud and anoying and tease you wich can be bad and get people mad that has happened alot during football history. ,Counterclaim,Adequate
6571c64d669c,3D7B1F039322,"If students were given the opportunity to create their own summer assignment, it would most likely end up being under 5 questions with minimal work needed to be done in order to complete it. This does not help the students in any way, shape, or form. Teenagers look for the quick and easy results that aren't as available as they think in the real world. The point of high school is to prepare you for college. If the work you do in high school is easy and not challenging there is a greater risk for those students to struggle more in college with the huge increase in course work. There are some students who crave the challenge and look for the ability to better themselves. ",Evidence,Effective
228cde0a8cbe,4797D4343628,Although it has some negatives there is way more positive effects. Im not saying using the electoral college way is bad because they do have some good cause; ,Counterclaim,Adequate
13b4e7298f37,B8757E80EB9D,The writer to this story certanly convinced me that we should not study Venus anymore ,Position,Adequate
036b5a36abd3,38B7875D420E,"Technology has a greater, more widespread impact on various facets of daily life than ever before. New technological developments now aid in routine, everyday tasks such as mail delivery, shopping, and even vacuuming the floor. One extremely common routine that technology is aiding in secondary schooling. In fact, many public and private schools at all levels are beginning to offer distance learning, or non-classroom settings such as virtual classes and video conferences that cover the same curriculum that a traditional classroom would ",Lead,Effective
e7a0ad8be533,052136F20DD1,Many people will say that the face on Mars was created by previous creatures living there ,Counterclaim,Adequate
f68babb2cda6,CDF6072AB1D6,But where is the proof that it is safer? ,Rebuttal,Effective
e67f13f50fab,7748D6B51DD8,"Even though the electoral college is a pretty bad thing, there are still a few upsides. The Electoral college avoids te problem of neither candidates getting a majority of the votes. ",Counterclaim,Effective
70414e8a3151,1DC6485ABFF6,"One of these important things is homework, if there doing activities they don't have time to do the homework a teacher assigned. This would lead the student to be behind in there classwork and cause there grade to drop. The second important thing they wouldn't have time to do is there chores. A lot of kid have chores and if there not done there parents will not be happy. This leading to the kid getting in trouble and getting a punishment. ",Evidence,Adequate
4c0c843c04ab,313229323B6E,"The usage of vehicles are a double-edged sword. They may get us to where we need to go with plenty of time to spare, but what are we really loosing because of it? What we are loosing is the environment and also our health. In Paris, the pollution rate almost reached a new record high, thus forcing the partial driving pan to clear the air of the global city. In the article, ""Paris bans driving due to smog"", its evident that cars hurt us in more ways then we realize. Buisnesses are suffering due to the lack of transportaion avaliable to delivery their services as seen in source number two, ""Delivery companies complained of lost revenue"". ""Congestion was down 60% in the capital of france after five-days of intesifying smog..."" The smog was so dense that Paris officials created a law making even-numbered license plates to leave there cars at home to reduce pollution. ",Evidence,Effective
891ea1f779cd,02DD203E0599,Using your cellphone can actually be deadly ,Claim,Adequate
d2e24a44b76d,B57C860BE032,I will be trying to convince the population to beleive that the face's on Mars are natural landforms. ,Position,Adequate
97a358660dfc,DCDE7152B94E,"The way Bogota is going is the best idea that I've ever heard of they couldn't of nailed it any better . They stopped a capital city of 7 millon people from using their cars . An look at the good effects it did, new restaurants where opened an upscale shopping district haved cropped up .  The pitted an uneven sidewalks have been fixed an replaced by new smooth sidwalks. Even parks and sports centers haved also bloomed throughout the city, which is good because parents have more time an money to get their kids more actived in to sports an going out to play. ",Counterclaim,Adequate
0881504ecf39,2513771E4659,is because they don't see them as life threatening and that why some states still have fatal car accidents such as Georgia they still have fatal accidents because a lot of people have their phones in hand which causes them to swerve in the roads ,Claim,Adequate
f14b6afaf977,3F8C6F9EBDEB,Hi my name is Luke Bomberberg and I want you to join my program because it is a nice thing to do for the sick people. ,Position,Adequate
cfceb2bfdcc3,F776F9881474,Have you ever had to do a summer project because I have and it sucked because the project that the teacher gave me was boring but if I got to choose my summer project I would choose something that I will enjoy and be able to learn. ,Lead,Adequate
8be043837542,7F513E5DA945,The use of this technology in a classroom would be useful ,Position,Adequate
d37c55df8246,2B682084579E,"Conducting a teacher-designed project will give you the opportunity to share ideas with fellow classmates, for the reason that you will all be working on the same project. Teacher-designed projects also give light to the idea of having a partner. ",Evidence,Effective
7a0e5986912c,B1FAD06077ED,"The author of ""The Challenge of Exploring Venus"" definitely uses a lot of big words to describe the difficulties and other details of venus in general, but do they know what they are talking about? ",Lead,Adequate
d575e8eaf2b2,39AF0292F9B3,"SInce the technology would be able to understand the basic emotions like ""...happiness, surprise, anger, disgust, fear, and sadness"" (paragraph 3), this can give a school tons of feedback on how to improve. For example, with negative emotions, a school would be able to improve its cafeteria food quality from knowing what foods are highly unpopular, and as a result save food from wasting. Or during school events, even though the event might be a success knowing how each of the students felt about the event would help with improving it for next year. The addition of this technology would allow a school to be the best the possibly could. 
",Evidence,Effective
d885da449622,F1AFDB5CEB25,"But, than i'm against because how can the computer see what all the student are feeling like? ",Counterclaim,Adequate
03fe06734eab,2E7245D9A04D,Computers show be allowed to read the emotions of the student in from of them so that maybe the computer can help. ,Position,Adequate
c22adee811b6,007ACE74B050,I think that the face is a natural landform because there is no life on Mars that we have descovered yet ,Claim,Adequate
2118a8230f94,7C32A43580A5,"Now I get what the article says about driverless cars use less fuel than a normal one, and ""Driving fun in a new way"".

Having a driverless car would be pretty cool. Getting into a car and typing in where you want to go and the car just taking you there. Or just telling it what to do due to voice actiivation. ",Counterclaim,Adequate
a298cfa36757,61607C674FA3,"Although the school system has advanced quite far in recent history, there are still plenty of clear problems with the way children receive their education. Many students are constantly stressed out and are not truly learning the material because of it. Additionally, each student may have a different learning style, so it is not helpful to teach them in large groups with the same methods ",Lead,Effective
e1f8c8709b9a,11B9AC1814C8,The cost and risk of exploring Venus is not worth the infromation we would achieve. ,Position,Adequate
772d9cdcbbf5,80031EC3D9B6,"Cars, both the rose and the thorns in a community and enviroment, can be both benificial and harmful to people, depending on who you are. For most regular pedeastrians and citizens within a city, less cars means less pollution, traffic, and stress. Unless you are a business owner of a car dealership or working for a delivery company, limited car usage means very postive things for social relationships, health, the enviroment, and general living conditions of a busy city. The less harmful emissions of gases from cars could greatly affect the outcome of our clean, energy efficient future.            ",Concluding Statement,Effective
4f2a51089e1b,D54B7CC9CDD4,"The planet Venus, is called Earth's ""twin"" when in reality they are only the same size. Venus is a dangerous planet, our spacecrafts haven't been able to land in three decades. The author of this article gives us evidence that scientists are still trying to find a way to land on its surface. Why? They know it's a dangerous misson, they know somebody could get hurt. ",Lead,Adequate
fb596d3dcb86,3034D1B95D44,You should especially join if you like to see ancient artifacts such as an old castle is Crete and even the Panama Canal. ,Claim,Effective
4961fd6770ac,2C8521890B5A,"But some people don't really know what they are voting for in election which is why the Electoral College is the way to go. Also people complained with the ""winners take all method"" some candidates don't go to certain states and only focus on the swing states. In the 2000 campaign seventeen out of fifty states didn't see the candidates. But the candidates didn't go to those states since they knew they had no chance of winning those states and they needed to focus on the swing states to make sure they win the election. Many people do call the Electoral College an anachronism, but it doesn't need to stick in the past, it needs to be kept in the present and in the future. ",Rebuttal,Effective
6d95e9f647a3,3BDE1763ECDA,"A possible solution to the conditions is to have the scientists float above the surface on the planet. Another way, is to have a vehicle instead of a person hover over the surface. NASA is working on new approaches to study Venus. They make devices such as electronics made of silicon carbide and test it in a chamber that resembles the same conditions as Venus. When comparing systems that use mechanical parts than modern electronics, the mechanical parts an be made to where they are more resistant to the forces on Venus such as pressure and heat. ",Evidence,Adequate
34ca61bf3b8f,9E61674DE1D4,"student designed is better because they should complete a assignments. In conclusion, students should be best teamates to work together.                                     ",Concluding Statement,Adequate
df643424001b,8745FC479838,"True teenagers at times are irresponsible and they don't care about they're body and true they are lazy and don't right correct spelling and not only that but get distracted with they're phones and focus less on they're studies , ",Counterclaim,Adequate
b05b29578ba5,D933F289955E,"The author was trying to explain that "" Our travels on earth and beyond should not be limited by dangers and doubts"". ",Concluding Statement,Adequate
1702fc6446d8,1CF48E3DD535,"In ""The Challenge of Exploring Venus,"" the author suggests that studying Venus is a worthy pursuit despite the dangers it presents to humans that even get near the planet. ",Position,Adequate
89463c946be2,71A166CD0D13,if this pattern persists it will be benefical impliactiins for carbon emissions and environment. With all these changes people who stopped car commutin as a result of the recession may find less reason to resume the habit    ,Concluding Statement,Adequate
7aeab5fa1830,3426E5BCA485,"If there was an emergency, isn't that what the school phone in the office is for? If students really needed to call someone, they can simply get a pass and go down to the office to use their phone. ",Rebuttal,Effective
a5ddecc73d5e,43A98A5165A6,"Over the summer, schools require students to do a few projects to make sure they continue learning. Over a three month long break, it is easy to forget material and or not feel motivated to learn new material. Assigning projects will help encourage and enforce students to continue learning. The debate is, should teachers assign the projects or should students design their own projects. Teachers may have more knowledge and experience creating projects but if students are allowed to create their own projects, they will benefit from that experience because they got to chose what was most important for themselves to work on. They will also likely make it more broad, which allows students to make each project more individualized, each project will have a special twist to it. It will also be more discussed, it will become a trend to talk about it, students will likely feel more pressured to do it if everyone talks about it. Students will also come up with enriched new project ideas. ",Lead,Effective
efeb7a805421,02A3E737A10F,Students have other things to do at home ,Claim,Adequate
d28ffcba9d29,C4118746172C,"Although these views are correct, there are some who disagree. Some people believe that students don't learn when creating their own projects to do. They also believe that students aren't capable of doing their own project without the assistance of a teacher. ",Counterclaim,Adequate
4e54e3d8b7ae,2D5E45654C18,You guys do should go to camps like these there very fun. ,Claim,Adequate
d31e9180704b,5934838B26AD,but this can lead to many difficult positions. ,Rebuttal,Adequate
817e05d34434,37A7110DB0C7,Joining an outside group or involving yourself in a social setting where one participates in a hobby may be healthy and is encouraged ,Counterclaim,Adequate
6786dd98fba8,129497C3E0FC,so you want to take all the cars out of the city ok cool ,Lead,Adequate
01c6e998b6d3,3FF2F530D590,Now there are a few bad things about the Electoral College. Like one is the fact that a tie is posible. ,Counterclaim,Adequate
597ae99f06ab,0FD5B95A957D,its helps students learn to become more creative ,Claim,Effective
bcf533f81a33,2E4427B65439,That part of the theory makes more sense if you take into consideration the angle the camera could have been taken at. ,Claim,Effective
56dec579cb8f,B4C4BABFB290,"Recently the principle made a big change to our school. He decided that all students should participate in at least one extracurricular activity. After I heard about this, I started thinking of how this can impact our school. Some students might disagree with this new change, but I actually agree with the principle's decision. There might be some minor ways on how this can effect students, however, I think this could be a great way to improve students mental health. ",Lead,Effective
1262d20186c3,3052DB170D3E,so there should be some sort of points system where you have to have a certain amount of points to get the privilege of phones ,Rebuttal,Adequate
025051b20b7d,3F400A7BC136,"Just knowing your friends texted you or someone posted / sent you something you'll most likely want to take a quick little glance at your phone but then that's going to want to make you use it for even longer which gets you distracted. Maybe you don't like what's on the radio so you want to use your aux to you can put a song you actually like if this does occur just wait till you're at red light but as soon as you're done doing that put it away you don't want to cause traffic. All of these things are ways your cell phone can get you distracted. 
",Evidence,Effective
659f8de1749a,C162431F429E,"In conclusion, this feature should be used in all computers. ",Concluding Statement,Adequate
6d334c62d027,7EDFBE24CF70,"In "" The Challenge of Exploring Venus"", the author suggests that studying Venus is a worthy pursuit because Venus is interesting, helpful, and it is safe ",Position,Effective
6c324fe4f211,3C80E1F48330,"While I don't agree with them, I do see their side. The general public has all reasons to be suspicious torwards the ""Face of Mars!"" Sounds like something from ""The Twilight Zone. ",Counterclaim,Adequate
ae881a3ff7c5,EED67869F816,Some people are against nasa and sa that it is aliens. ,Counterclaim,Adequate
4d667cb777ff,30935D02377A,Community Service is a very important aspect of life. ,Lead,Adequate
8979ed18ad48,20FE40010F03,if you don't then they will hate you for ever and do bad stuff to you ,Counterclaim,Adequate
1f5e490c87f4,BCF95C5F4A60,"But for the kids that do care they're just not getting the material that we are learning, why should they be punished to. ",Rebuttal,Adequate
dff3336ff909,3F1A4C0C773A,but the electoral college is simple and yet very reliable in many ways people dont see. ,Rebuttal,Adequate
4f5b5815cd5d,9A79069BB83A,"When I was in 9th and 10th grade, I had to do summer projects all the time. Even though I didn't want to do them, they helped me for the next year so my brain stayed fresh. However, doing it under the teachers rule felt like working in a factory, and it also felt like we weren't learning as much as we were just doing the project. ",Lead,Effective
2037006d4b19,3E866ECC376A,"summer projects should be student-designed because it promotes creativity, makes it enthusiastic, and increases knowledge. Completing a creative, enthusiastic, and knowledgeable project over the summer sounds far more entertaining than a teacher-designed project. With creativity you can make the project interesting, with enthusiasm you can make the project fun, and with knowledge you can never have enough. Students would have an entertaining and educating summer all in one.          ",Concluding Statement,Effective
8a6c602dad24,6A273D6F0816,Some might say that assignments students make up could be counterproductive since they might not have anything to do with themes or topics that will be learned in the coming school year. ,Counterclaim,Effective
5eb436c74f53,54A8F5B2420A,"Some may say that being at home makes a student feel comfortable and stress-free with their environment, ",Counterclaim,Adequate
305dfc2ee236,58B7F73691D2,Even though there are some down sides to using Facial Action Coding System ,Counterclaim,Adequate
0914d32c02c9,A954E3B54194,"Now I hoped I gave you enough information to convince you that the Face is just a natural landform, and not created by aliens.   ",Concluding Statement,Adequate
df977877c620,9EABE5CEBE94,"Generic_Name sighed while he got on his bus on the last day of middle school, and was pretty bummed that he realized he didn't join any clubs or sports during his time at school. Even though his friends recommended that he should, he didn't really want to do it. All of his friends that joined activities made cool, new friends in the clubs they were in, and became more active when they participated in sports. He was upset that he didn't do any of those things in middle school, but decided that he would give it a chance when he went to high school. When he got home, Generic_Name thought about the kinds of clubs he wanted to join, and different sports he wanted to participate in, and was looking forward to it. 
",Lead,Effective
83c8f2585e8b,63687EA6EB28,perhaps skeptis say alien markings were hidden by the haze. ,Counterclaim,Adequate
6.37E+11,2A52459E72AD,"This reasoning is understandable, however, it is also flawed due to the fact that online courses teach the same exact curricula that is taught in an actual class. ",Rebuttal,Adequate
8807f967414d,2010E484FDBB,but it would be useless in a middle or high school classroom and just cause distractions. ,Rebuttal,Adequate
1dfd9652c5bb,22FBB7ED7597,"He also mentions how peering at venus from a ship orbiting or hovering safely far above the planet can provide only limited insight on ground conditions because most forms of light cannot penertrate the dense atmosphere making it hard to take photographs . They also cannot take samples of rock, gas, or anything else, from a distance ",Evidence,Adequate
0acaccee9bc3,0F10DC1AE015,requiring students to join extracurricular activities could help students get into better colleges. ,Claim,Effective
135f2aba13db,E34D011F7B98,why should we participate in being a Seagoing Cowboy? Some people ask but barley anyone knows. This might help us some times. But I think this will tough ,Lead,Adequate
8ec27a58d2b0,ABCAF2A8A893,Indeed the article has something which is really important. I agree with the article but they are other thing he did say about planet. As we know they are geology and weather present and additional. They frequent lighting strikes happen when it is dangers to go anywhere.   ,Concluding Statement,Adequate
c004b136330f,89FC42E46703,"In recent years many citicens have stated that the so called ""face on mars"" is a martion monument. Well I have but one question for those few citicens. Do you have any proof? ",Lead,Effective
25db096547cb,E4124ED1046C,"Some consipiracy theorists say that the form was actually created by aliens, ",Counterclaim,Adequate
5ded217fd1f1,2B48EAC02BF3,There are a lot of astronauts in NASA that are willing to take on the challenge to Venus and NASA has already been simulatiing prototypes to withstand the conditions similar to Venus ,Claim,Effective
145bc074a825,AC71A062B952,"Today, majority of humans own and operate cell phones on a daily basis. There is a new law called ""hands free"" where people that own a cell phone cannot operate it while driving. This has effected people that own motor vehicles in many ways. ",Lead,Adequate
2b4c75e1da27,160060CC2418,"Community service: an assignment that many students detest. Many say that it's too time consuming, that they have better things to do. Others just don't see the point of providing a service to their community. Whichever side you're on, it all comes down to one question: Should students be required to perform community service? ",Lead,Effective
902eb33bf979,05D9F32E2DC7,"As Americans, we are told that we are given rights in our country. We have the freedom of speech, expression, religion, and petition as stated in our first admendment. We are also told the we have the freedom to vote once you reach certain requirements, like age and citizenship. However, are we really getting the freedom that is talked about? No. Because the Electoral College is present in today's society, our vote becomes pointless and meaningless. We become a ""popular"" vote, but really the electoral college gets to decide who becomes presidents ",Lead,Effective
f8f80f2c6f6c,05BE83E193CF,However the popular vote election may also be a good idea because if the voters cast a vote for you in the  popular election that should essentially like your intentions that would benefit the countries needs and demands that are recquired for us in the long run ,Counterclaim,Adequate
6cc385a3b9bd,38F506B031E1,When a student is looking at the computer they can pick up all emotions like if you have mixed emotions or just one. ,Claim,Adequate
290e3a35ee27,4A5760917477,"Learning is retaining, if the students do not retain any of the knowledge they are just trying to complete another teacher-given assignment, and they are not truly learning. ",Rebuttal,Effective
1c8a8b7b5de2,E313B4A45475,Yeah it may be awesome to other people ,Counterclaim,Adequate
d46881237937,CC3A5AD37340,On the other hand using technology is kind of a good idea for people that have trouble showing their feelings and emotions are the kind of people that would us technology ,Counterclaim,Adequate
b6757673b734,3BBD17BCB443,"All together Venus is not a livable planet, yet and probally will not be one for a while. A human can live on Venus but it will be very hard to live on. As i said before it has 97% of Carbon dioxide and is more likely gonna be very hard to breath. Venus is very very hot at 170 degrees fahrenheit. The air pressure is really close to sea leavels on Earth imagine how hard it is to breath there. The planet is very rocky and has many valleys, moutains and caters. Let's not forget that you may wake up to erupting volcanos, powerful eathquakes, and freguent lightning stikes to probes seeking to land its surface. That all happens on the planet Venus. Would you want to live there? ",Concluding Statement,Adequate
9daba764d65b,72AC5F226827,"A planet that has enough heat and pressure to melt most metals and crush any submarine may not sound like an ideal location to visit, but scientists at NASA are determined on researching it because even though it has horribly immense climate, it may be the closest planet in our solar system to Earth. The article ""The Challenge of Exploring Venus,"" the author speaks of how scientists strongly believe that learning more about Venus can lead to answers about the creation of Earth. It is an extremely difficult task to accomplish, as most rovers NASA has sent there have not lasted more than a mere few hours. In order to research the planet in depth, NASA would need to send living humans to Venus, however, this will be rediculously challenging and even more so dangerous. ",Lead,Effective
f19a46f24402,B295BC411B70,"So limiting car usage is good for the community and pedestrians, bicycle can be a good way to get places it saves time , lowers emissions and improves safety so there are no more traffic jams. ",Concluding Statement,Adequate
9220c1ad0731,340734FCEDC4,"If many students start to become bored, then the teacher could come up with a quick game to enrich the learning experience. If many of the students are already interested with the subject matter, the teacher may not have to do as much adjusting. If the students need to be enriched with games and activities, now the teacher will immeditely know. This could overall make learning a lot more fun, but introducing more games and activities into the curriculum as see fit. If the students want to play knowledge enriching games, they can just show disinterest, and the system would pick that up and inform the teacher. The technology to read student's emotions in the classroom as a very basic level could make learning more fun and personal to the student. ",Evidence,Effective
b117a4c63158,1DC6485ABFF6,"Do you participate in any after school activities? Well if you don't now you have to, my principal if making it mandatory to participate in at least one after school activity. You can participate in many activities such as sports teams, student council, and the debate team. ",Lead,Adequate
7151c931e65a,A7EC6F462F8B,but this is still not a reason to stop the development of new technology. ,Rebuttal,Effective
93cc581e8b9f,2B1C42B1F534,Althoe there are some reasons why the Electoral college should change. ,Counterclaim,Adequate
46e557ff99fe,3FCC179594CD,"Cell phones cause late reactions, especially for those that are being held in the driver's hand. ",Claim,Effective
4df1f0951838,AF3D63DA7CB4,"Can you tell the air feels different? Over the past years some countries have put restirctions on car usage. Although this may sound extremely crazy to some, most individuals accept the new law's for car's. ",Lead,Effective
696fbc8373a3,0B8A0777A6E5,"They could have bigger and better things because they wouldnt have to pay a car note, or pay for gas every week ",Evidence,Adequate
7719ac3ac285,5E9118C7949A,"During the summer many students tend to loose the skills and information they gather through the previous school year. Some higher level courses to prevent this problem, implement summer reading activities or online module/guided programs to keep their students on top of the material or to refresh them... but with all schools come different teaching styles. Some teachers strive for their students to be more independent and do the work on their own, but other teachers like to have a rigorous and set rubric or outline of what projects and essays should look like. ",Lead,Effective
ae61c64c3a04,23968A5EA064,"not only the technology can help schools it can also help people with their business, ",Claim,Adequate
87f12cc48857,1CF95A009AE5,"However, some drivers may still respond to a text message and that is why many of the accidents occurs and most of the time this lead to a vehicle accident that could lead to death.

Drivers need to understand how easily it is to take someone life or themselves.

Everyday people are risking their lives due to the high rate of cell phone use while operating a vehicle.

Therefore, nowadays cell phones are unnecessary devices because they are a distraction to drivers while their on the road.

Because of their conversation they might get upset and this could lower their driving ability that can lead them to lose control over the car.

If people don't make the right decision and put their cell phone away while driving their routine could harm innocent people. ",Evidence,Adequate
